1367331900,4
1367332200,7
1367332500,6
1367332800,5
1367333100,2
1367333400,3
1367333700,8
1367334000,1
1367334300,1
1367334600,1
1367334900,4
1367335200,3
1367335500,3
1367335800,2
1367336100,2
1367336400,2
1367336700,2
1367337000,4
1367337300,1
1367337600,2
1367337900,1
1367338200,0
1367338500,3
1367338800,2
1367339100,0
1367339400,2
1367339700,1
1367340000,0
1367340300,0
1367340600,3
1367340900,1
1367341200,1
1367341500,1
1367341800,0
1367342100,1
1367342400,0
1367342700,0
1367343000,0
1367343300,0
1367343600,2
1367343900,2
1367344200,0
1367344500,1
1367344800,2
1367345100,2
1367345400,3
1367345700,1
1367346000,0
1367346300,1
1367346600,1
1367346900,0
1367347200,2
1367347500,2
1367347800,0
1367348100,1
1367348400,4
1367348700,5
1367349000,1
1367349300,1
1367349600,2
1367349900,3
1367350200,4
1367350500,5
1367350800,3
1367351100,3
1367351400,8
1367351700,8
1367352000,10
1367352300,13
1367352600,8
1367352900,6
1367353200,11
1367353500,10
1367353800,14
1367354100,12
1367354400,13
1367354700,12
1367355000,22
1367355300,11
1367355600,23
1367355900,28
1367356200,31
1367356500,29
1367356800,21
1367357100,28
1367357400,28
1367357700,30
1367358000,35
1367358300,35
1367358600,41
1367358900,43
1367359200,38
1367359500,46
1367359800,46
1367360100,43
1367360400,40
1367360700,46
1367361000,31
1367361300,44
1367361600,42
1367361900,41
1367362200,42
1367362500,41
1367362800,43
1367363100,50
1367363400,46
1367363700,54
1367364000,39
1367364300,45
1367364600,33
1367364900,40
1367365200,45
1367365500,30
1367365800,46
1367366100,30
1367366400,35
1367366700,30
1367367000,43
1367367300,27
1367367600,33
1367367900,35
1367368200,36
1367368500,33
1367368800,26
1367369100,29
1367369400,23
1367369700,39
1367370000,39
1367370300,24
1367370600,27
1367370900,28
1367371200,31
1367371500,37
1367371800,20
1367372100,25
1367372400,31
1367372700,29
1367373000,39
1367373300,25
1367373600,34
1367373900,34
1367374200,36
1367374500,28
1367374800,36
1367375100,29
1367375400,30
1367375700,28
1367376000,27
1367376300,32
1367376600,34
1367376900,32
1367377200,40
1367377500,37
1367377800,38
1367378100,36
1367378400,42
1367378700,35
1367379000,27
1367379300,41
1367379600,34
1367379900,25
1367380200,35
1367380500,35
1367380800,25
1367381100,30
1367381400,34
1367381700,34
1367382000,35
1367382300,28
1367382600,31
1367382900,26
1367383200,33
1367383500,29
1367383800,29
1367384100,37
1367384400,29
1367384700,31
1367385000,39
1367385300,34
1367385600,38
1367385900,31
1367386200,33
1367386500,31
1367386800,32
1367387100,35
1367387400,46
1367387700,45
1367388000,42
1367388300,48
1367388600,57
1367388900,42
1367389200,48
1367389500,40
1367389800,51
1367390100,38
1367390400,39
1367390700,49
1367391000,44
1367391300,43
1367391600,39
1367391900,46
1367392200,54
1367392500,35
1367392800,48
1367393100,39
1367393400,35
1367393700,41
1367394000,45
1367394300,41
1367394600,39
1367394900,34
1367395200,39
1367395500,49
1367395800,43
1367396100,47
1367396400,49
1367396700,67
1367397000,44
1367397300,41
1367397600,38
1367397900,43
1367398200,36
1367398500,37
1367398800,42
1367399100,42
1367399400,43
1367399700,34
1367400000,35
1367400300,39
1367400600,19
1367400900,33
1367401200,36
1367401500,30
1367401800,35
1367402100,42
1367402400,39
1367402700,36
1367403000,39
1367403300,27
1367403600,32
1367403900,24
1367404200,27
1367404500,27
1367404800,29
1367405100,28
1367405400,29
1367405700,19
1367406000,33
1367406300,18
1367406600,20
1367406900,18
1367407200,18
1367407500,19
1367407800,18
1367408100,21
1367408400,15
1367408700,25
1367409000,32
1367409300,12
1367409600,11
1367409900,22
1367410200,18
1367410500,16
1367410800,19
1367411100,20
1367411400,9
1367411700,19
1367412000,12
1367412300,11
1367412600,12
1367412900,11
1367413200,11
1367413500,7
1367413800,11
1367414100,12
1367414400,8
1367414700,8
1367415000,12
1367415300,9
1367415600,12
1367415900,9
1367416200,13
1367416500,11
1367416800,6
1367417100,7
1367417400,6
1367417700,9
1367418000,3
1367418300,11
1367418600,6
1367418900,2
1367419200,7
1367419500,5
1367419800,6
1367420100,7
1367420400,5
1367420700,2
1367421000,3
1367421300,3
1367421600,3
1367421900,2
1367422200,3
1367422500,4
1367422800,4
1367423100,2
1367423400,3
1367423700,2
1367424000,2
1367424300,0
1367424600,3
1367424900,1
1367425200,3
1367425500,1
1367425800,4
1367426100,3
1367426400,0
1367426700,1
1367427000,1
1367427300,2
1367427600,2
1367427900,2
1367428200,0
1367428500,2
1367428800,1
1367429100,2
1367429400,0
1367429700,5
1367430000,2
1367430300,1
1367430600,2
1367430900,0
1367431200,1
1367431500,2
1367431800,1
1367432100,1
1367432400,1
1367432700,1
1367433000,3
1367433300,1
1367433600,1
1367433900,1
1367434200,0
1367434500,1
1367434800,1
1367435100,2
1367435400,5
1367435700,3
1367436000,4
1367436300,4
1367436600,2
1367436900,3
1367437200,4
1367437500,11
1367437800,9
1367438100,10
1367438400,11
1367438700,11
1367439000,12
1367439300,10
1367439600,9
1367439900,12
1367440200,11
1367440500,8
1367440800,17
1367441100,18
1367441400,14
1367441700,14
1367442000,19
1367442300,20
1367442600,28
1367442900,22
1367443200,15
1367443500,17
1367443800,30
1367444100,31
1367444400,40
1367444700,30
1367445000,39
1367445300,41
1367445600,46
1367445900,32
1367446200,38
1367446500,43
1367446800,46
1367447100,35
1367447400,42
1367447700,30
1367448000,46
1367448300,44
1367448600,33
1367448900,37
1367449200,35
1367449500,44
1367449800,37
1367450100,40
1367450400,54
1367450700,35
1367451000,42
1367451300,46
1367451600,45
1367451900,46
1367452200,39
1367452500,43
1367452800,34
1367453100,38
1367453400,40
1367453700,38
1367454000,34
1367454300,36
1367454600,28
1367454900,35
1367455200,29
1367455500,43
1367455800,42
1367456100,26
1367456400,24
1367456700,36
1367457000,36
1367457300,32
1367457600,33
1367457900,39
1367458200,33
1367458500,31
1367458800,27
1367459100,30
1367459400,28
1367459700,30
1367460000,21
1367460300,40
1367460600,27
1367460900,41
1367461200,36
1367461500,29
1367461800,21
1367462100,39
1367462400,34
1367462700,37
1367463000,28
1367463300,20
1367463600,28
1367463900,33
1367464200,32
1367464500,39
1367464800,33
1367465100,30
1367465400,33
1367465700,28
1367466000,35
1367466300,32
1367466600,44
1367466900,40
1367467200,29
1367467500,33
1367467800,33
1367468100,31
1367468400,25
1367468700,30
1367469000,38
1367469300,46
1367469600,27
1367469900,30
1367470200,33
1367470500,33
1367470800,41
1367471100,43
1367471400,26
1367471700,36
1367472000,37
1367472300,32
1367472600,35
1367472900,41
1367473200,36
1367473500,32
1367473800,46
1367474100,47
1367474400,50
1367474700,49
1367475000,49
1367475300,36
1367475600,44
1367475900,43
1367476200,42
1367476500,41
1367476800,33
1367477100,43
1367477400,44
1367477700,38
1367478000,39
1367478300,36
1367478600,45
1367478900,42
1367479200,47
1367479500,37
1367479800,45
1367480100,53
1367480400,39
1367480700,57
1367481000,58
1367481300,51
1367481600,38
1367481900,42
1367482200,46
1367482500,36
1367482800,44
1367483100,41
1367483400,45
1367483700,36
1367484000,30
1367484300,30
1367484600,35
1367484900,33
1367485200,35
1367485500,22
1367485800,20
1367486100,22
1367486400,26
1367486700,31
1367487000,19
1367487300,22
1367487600,38
1367487900,24
1367488200,17
1367488500,18
1367488800,29
1367489100,17
1367489400,18
1367489700,24
1367490000,22
1367490300,17
1367490600,25
1367490900,29
1367491200,18
1367491500,24
1367491800,16
1367492100,16
1367492400,16
1367492700,24
1367493000,25
1367493300,19
1367493600,14
1367493900,20
1367494200,21
1367494500,13
1367494800,20
1367495100,22
1367495400,17
1367495700,15
1367496000,20
1367496300,23
1367496600,24
1367496900,18
1367497200,13
1367497500,14
1367497800,11
1367498100,10
1367498400,23
1367498700,20
1367499000,14
1367499300,16
1367499600,15
1367499900,8
1367500200,16
1367500500,14
1367500800,14
1367501100,7
1367501400,4
1367501700,9
1367502000,9
1367502300,7
1367502600,3
1367502900,4
1367503200,6
1367503500,6
1367503800,5
1367504100,3
1367504400,4
1367504700,9
1367505000,3
1367505300,7
1367505600,7
1367505900,5
1367506200,6
1367506500,7
1367506800,3
1367507100,5
1367507400,1
1367507700,0
1367508000,1
1367508300,2
1367508600,1
1367508900,4
1367509200,6
1367509500,2
1367509800,4
1367510100,4
1367510400,4
1367510700,1
1367511000,2
1367511300,4
1367511600,4
1367511900,1
1367512200,3
1367512500,1
1367512800,0
1367513100,1
1367513400,0
1367513700,2
1367514000,5
1367514300,1
1367514600,3
1367514900,0
1367515200,1
1367515500,0
1367515800,2
1367516100,1
1367516400,2
1367516700,2
1367517000,2
1367517300,2
1367517600,2
1367517900,1
1367518200,1
1367518500,3
1367518800,2
1367519100,1
1367519400,0
1367519700,3
1367520000,1
1367520300,2
1367520600,1
1367520900,0
1367521200,2
1367521500,0
1367521800,1
1367522100,2
1367522400,1
1367522700,3
1367523000,3
1367523300,3
1367523600,5
1367523900,5
1367524200,7
1367524500,11
1367524800,6
1367525100,14
1367525400,9
1367525700,14
1367526000,12
1367526300,9
1367526600,9
1367526900,19
1367527200,15
1367527500,18
1367527800,15
1367528100,20
1367528400,16
1367528700,22
1367529000,20
1367529300,22
1367529600,26
1367529900,13
1367530200,23
1367530500,35
1367530800,34
1367531100,40
1367531400,36
1367531700,25
1367532000,34
1367532300,39
1367532600,40
1367532900,31
1367533200,36
1367533500,39
1367533800,32
1367534100,37
1367534400,40
1367534700,44
1367535000,50
1367535300,48
1367535600,38
1367535900,31
1367536200,42
1367536500,59
1367536800,47
1367537100,41
1367537400,48
1367537700,41
1367538000,32
1367538300,35
1367538600,34
1367538900,38
1367539200,37
1367539500,41
1367539800,41
1367540100,32
1367540400,28
1367540700,28
1367541000,29
1367541300,28
1367541600,36
1367541900,43
1367542200,22
1367542500,32
1367542800,35
1367543100,31
1367543400,34
1367543700,29
1367544000,33
1367544300,30
1367544600,32
1367544900,30
1367545200,35
1367545500,33
1367545800,35
1367546100,35
1367546400,38
1367546700,31
1367547000,32
1367547300,46
1367547600,34
1367547900,38
1367548200,33
1367548500,23
1367548800,30
1367549100,35
1367549400,40
1367549700,39
1367550000,36
1367550300,40
1367550600,22
1367550900,34
1367551200,36
1367551500,34
1367551800,35
1367552100,45
1367552400,37
1367552700,37
1367553000,35
1367553300,33
1367553600,44
1367553900,32
1367554200,29
1367554500,31
1367554800,33
1367555100,38
1367555400,28
1367555700,50
1367556000,32
1367556300,44
1367556600,32
1367556900,38
1367557200,32
1367557500,39
1367557800,33
1367558100,38
1367558400,39
1367558700,41
1367559000,45
1367559300,38
1367559600,39
1367559900,52
1367560200,48
1367560500,52
1367560800,46
1367561100,46
1367561400,42
1367561700,49
1367562000,56
1367562300,34
1367562600,44
1367562900,46
1367563200,37
1367563500,35
1367563800,38
1367564100,52
1367564400,29
1367564700,49
1367565000,47
1367565300,36
1367565600,41
1367565900,37
1367566200,46
1367566500,55
1367566800,47
1367567100,42
1367567400,49
1367567700,36
1367568000,41
1367568300,38
1367568600,45
1367568900,47
1367569200,41
1367569500,48
1367569800,42
1367570100,33
1367570400,44
1367570700,35
1367571000,40
1367571300,34
1367571600,30
1367571900,38
1367572200,33
1367572500,32
1367572800,39
1367573100,22
1367573400,26
1367573700,30
1367574000,37
1367574300,30
1367574600,35
1367574900,31
1367575200,31
1367575500,24
1367575800,23
1367576100,30
1367576400,19
1367576700,30
1367577000,18
1367577300,23
1367577600,22
1367577900,21
1367578200,16
1367578500,21
1367578800,22
1367579100,18
1367579400,22
1367579700,15
1367580000,20
1367580300,26
1367580600,28
1367580900,25
1367581200,21
1367581500,26
1367581800,16
1367582100,22
1367582400,24
1367582700,27
1367583000,23
1367583300,22
1367583600,23
1367583900,17
1367584200,19
1367584500,14
1367584800,19
1367585100,23
1367585400,19
1367585700,13
1367586000,19
1367586300,29
1367586600,24
1367586900,15
1367587200,14
1367587500,22
1367587800,14
1367588100,13
1367588400,15
1367588700,11
1367589000,17
1367589300,15
1367589600,6
1367589900,12
1367590200,11
1367590500,9
1367590800,7
1367591100,14
1367591400,15
1367591700,10
1367592000,8
1367592300,10
1367592600,13
1367592900,6
1367593200,6
1367593500,6
1367593800,6
1367594100,6
1367594400,7
1367594700,10
1367595000,6
1367595300,7
1367595600,4
1367595900,8
1367596200,5
1367596500,4
1367596800,2
1367597100,3
1367597400,3
1367597700,7
1367598000,5
1367598300,5
1367598600,7
1367598900,7
1367599200,6
1367599500,6
1367599800,4
1367600100,5
1367600400,2
1367600700,3
1367601000,2
1367601300,2
1367601600,1
1367601900,3
1367602200,3
1367602500,3
1367602800,4
1367603100,4
1367603400,3
1367603700,2
1367604000,2
1367604300,5
1367604600,2
1367604900,2
1367605200,3
1367605500,2
1367605800,5
1367606100,2
1367606400,0
1367606700,0
1367607000,1
1367607300,4
1367607600,2
1367607900,2
1367608200,0
1367608500,3
1367608800,3
1367609100,0
1367609400,1
1367609700,2
1367610000,2
1367610300,3
1367610600,3
1367610900,6
1367611200,5
1367611500,8
1367611800,9
1367612100,2
1367612400,8
1367612700,8
1367613000,9
1367613300,9
1367613600,4
1367613900,7
1367614200,7
1367614500,10
1367614800,13
1367615100,9
1367615400,14
1367615700,3
1367616000,12
1367616300,8
1367616600,5
1367616900,9
1367617200,8
1367617500,3
1367617800,15
1367618100,10
1367618400,13
1367618700,12
1367619000,14
1367619300,12
1367619600,13
1367619900,20
1367620200,14
1367620500,19
1367620800,13
1367621100,20
1367621400,16
1367621700,23
1367622000,27
1367622300,20
1367622600,22
1367622900,18
1367623200,25
1367623500,22
1367623800,21
1367624100,19
1367624400,21
1367624700,28
1367625000,19
1367625300,19
1367625600,22
1367625900,26
1367626200,21
1367626500,27
1367626800,18
1367627100,30
1367627400,25
1367627700,32
1367628000,36
1367628300,31
1367628600,29
1367628900,26
1367629200,30
1367629500,26
1367629800,23
1367630100,29
1367630400,38
1367630700,31
1367631000,37
1367631300,31
1367631600,41
1367631900,35
1367632200,24
1367632500,35
1367632800,29
1367633100,42
1367633400,37
1367633700,31
1367634000,44
1367634300,36
1367634600,36
1367634900,39
1367635200,42
1367635500,37
1367635800,38
1367636100,34
1367636400,39
1367636700,40
1367637000,36
1367637300,42
1367637600,36
1367637900,38
1367638200,30
1367638500,40
1367638800,39
1367639100,47
1367639400,54
1367639700,43
1367640000,48
1367640300,35
1367640600,35
1367640900,45
1367641200,41
1367641500,40
1367641800,35
1367642100,26
1367642400,48
1367642700,51
1367643000,28
1367643300,51
1367643600,39
1367643900,44
1367644200,44
1367644500,38
1367644800,41
1367645100,45
1367645400,44
1367645700,43
1367646000,51
1367646300,50
1367646600,35
1367646900,47
1367647200,41
1367647500,45
1367647800,36
1367648100,37
1367648400,33
1367648700,36
1367649000,28
1367649300,28
1367649600,34
1367649900,23
1367650200,28
1367650500,23
1367650800,22
1367651100,33
1367651400,32
1367651700,28
1367652000,24
1367652300,36
1367652600,34
1367652900,34
1367653200,39
1367653500,40
1367653800,23
1367654100,30
1367654400,21
1367654700,27
1367655000,32
1367655300,29
1367655600,19
1367655900,31
1367656200,20
1367656500,24
1367656800,22
1367657100,21
1367657400,24
1367657700,21
1367658000,16
1367658300,22
1367658600,20
1367658900,13
1367659200,41
1367659500,20
1367659800,14
1367660100,21
1367660400,25
1367660700,21
1367661000,23
1367661300,23
1367661600,19
1367661900,16
1367662200,11
1367662500,11
1367662800,17
1367663100,19
1367663400,12
1367663700,10
1367664000,12
1367664300,12
1367664600,16
1367664900,17
1367665200,11
1367665500,14
1367665800,12
1367666100,17
1367666400,10
1367666700,17
1367667000,8
1367667300,12
1367667600,14
1367667900,14
1367668200,18
1367668500,19
1367668800,13
1367669100,9
1367669400,15
1367669700,17
1367670000,21
1367670300,19
1367670600,14
1367670900,16
1367671200,17
1367671500,17
1367671800,24
1367672100,14
1367672400,14
1367672700,10
1367673000,24
1367673300,24
1367673600,13
1367673900,12
1367674200,18
1367674500,10
1367674800,13
1367675100,20
1367675400,11
1367675700,14
1367676000,13
1367676300,13
1367676600,13
1367676900,12
1367677200,9
1367677500,5
1367677800,7
1367678100,13
1367678400,9
1367678700,15
1367679000,11
1367679300,15
1367679600,18
1367679900,7
1367680200,7
1367680500,10
1367680800,9
1367681100,11
1367681400,8
1367681700,8
1367682000,13
1367682300,10
1367682600,6
1367682900,8
1367683200,9
1367683500,7
1367683800,6
1367684100,5
1367684400,8
1367684700,8
1367685000,9
1367685300,7
1367685600,5
1367685900,9
1367686200,9
1367686500,3
1367686800,3
1367687100,6
1367687400,6
1367687700,5
1367688000,6
1367688300,6
1367688600,5
1367688900,4
